Magic Word,Magic Power Level
w(RrBsl{jc_{,2
f<`b4xmH~yRJ,2
OtD>u0f&7(1.,1
-ys2akU;$?yG,2
"^N}__|MQ""e--",0
8c(k4QR4\z65,1
sjIIf(Ti1=I9,1
7L!j3wHw*@%f,2
Ep:6!rl2G8%9,1
"?)oBevH""VT,/",1
XQirX`tu~rX$,2
2|ci3F)O+=H|,0
"T3ZVJW'*,5s=",0
;P\%L|?9DOQL,0
SH:.{1MtOqQv,1
"""v`Pb|<gmq>U",2
",c;SrZ=y+q]R",1
UYz{l>]%qj!B,1
.xA&If6s^hm1,2
y!q$FFJ8:k9&,2
X{6M;`rr8]6M,0
G0{H8-/S}OdX,0
ev8A4?NiEe.f,2
TG85Up1LMOQN,0
+f)`mK1u8TZa,2
[3=o_$ykJU)o,2
qPq<bKYBdCo~,2
@3D/Seke!Wgi,2
bPs}FzJD?xN},1
-Fnq2I7;!OjH,1
w#n)6jtlblnU,2
gKqmq4{v^P/_,2
CO'(VTSz'0LI,0
V#:BU\h#Ki{x,0
hM6z6i:s\@ml,2
}Bt*wO>@s5um,2
c@rl`OTUj~AK,2
x?hMr6O\-pZg,2
",*e!""m+xI""7'",1
3I6eYOni{0H),1
"2^nmM}Ou=~,W",1
Oy>v&-+sxM<v,2
x@iFYk_7(O>w,2
NcWyfGZNuM7n,2
"fE'4""mC'08ar",2
InGANng^|-C*,0
!$hdQP*}u3`5,2
zPpvQ-rcXbeq,2
A0qhkcjI#5oV,1
Hd!h$yUWg!=?,2
"""hZ)-9r,WC$,",1
SaT0<L'R=Y%(,0
*j-+Ro^}Dd+r,1
JZg(d`(hrM#A,0
_Yo'8D1Fc$Hu,2
>gLu-I|@}Av5,2
z(nmP_<HfMs:,2
@oMbmsqZ.?7:,2
N7yp3|H/|{xu,2
7BcH{:#Hbw/v,0
"Q!aok""O_U{'5",1
k&M02A]I!gLo,1
4|Hkv@P\2bPi,2
()/U->Dn]%y0,0
"#JC4G?""H%2xX",0
"h1]J,?rT.QXJ",0
Pj~N05qPU?K^,0
Nw+)ZZh8oT2d,1
oYr2J55Z=I%t,1
0X]'W<lh8~v+,1
I;lN.lZ`^Q3;,0
VcmRkHhCQ;AF,1
Ct1(|8X:mx'7,1
"/jq7=,""Ertt;",2
"2z,8^\qbe9HZ",2
W0UI+Ss8>>j;,0
VkNTxc.;j+'A,1
1&7+B3(<KJ^+,0
$a=ZH=0}!{/J,0
>Dxb}MEapyu+,2
"J&_T\""yQRfBQ",0
_yW!c@s2juMO,2
q>Jp_eLkjqbY,2
T)>9M!A>NxAi,0
"5%_SlHl""]_BJ",0
}|>_xLD0kZ@F,1
Z#+>(}M6|Pe=,0
E3'\f8u?dn3[,2
)Om1nAo9.3&`,1
JCjTx[lSb^L+,1
pJuB}RM@9Sx7,2
*}5sl8`ta-5e,2
"P""Q'<K0zT@6{",1
nur`kLJ1bYS?,2
.T%QmSMegW_x,1
oW:G-GL0BNZ1,0
"h5{i6""?Qgj$G",2
_|@YP*(`/})8,0
5_s{)cP5(xIW,1
Z{t2K%T5Yl&~,0
"2}eQ(Y+D,kI:",0
s<7VW6wgW(#F,0
"<\\$s]rJ,}-3",1
YaD@~.7J4EVO,0
xd<365PqHPyC,2
w\%aH;~tzv9{,2
V'uQHj62Q2I(,0
'hW{~=oJT7Cq,1
",>y]/U+}T;Jo",0
"M;:sZ0v,&8hw",2
"%&5if`YhuNk,",2
3t-64=$q&tMN,2
kN<.3Vq0Z4d9,1
MB%jntSJrz)1,2
DNJPem_e%UE?,0
5o*Am~Ei7Kev,2
~v]kTkgt&Wv4,2
Lh;E8EV>#.?v,0
g&h>ChdvyQ_t,2
"K~6fCymMAE},",1
EU4Ck4yB(~oy,1
AI^2fVXUT?s@,1
4?6DNPn$A&sV,1
7@pnOGMnItE6,2
w^a3+$tb3K7c,2
""".$80Iy_^nLl",2
"dj9D""s=q=/xw",2
dY4cXX*([YP:,0
]^:FULPb5m8&,0
"_mDy0P^""u#Bp",0
tj0DvYX/|ItK,1
"HQMhzc""@6tf@",2
Vx`);)FK.gj#,0
"{t%Pjs""D:G7y",1
D*4mJsuMaQJ1,1
"""@w1+F`<yk}[",2
d.C-[s+Yhv<B,1
"#QGArX7,*~v|",0
"@s-q{s/J""Vv}",2
)bbKF8;'/5qM,1
"Xelfr[[c>k3,",2
|f?k`(UB4x6+,1
{m]Joz;_i1cb,2
"_/W&5iT,]#_y",0
`.oRfr:m>RhS,2
xdHY&D?j7YUt,1
0l[^[T]$d@V3,2
Z#:SAfa![(Vz,0
_#5L6uJjr_CQ,0
"1L`7""/MI?V`2",0
Bs^|`WggHkNQ,1
"$nyvOfVz-,#I",1
",CG?H""b*|)U9",0
@_k%]qrnH7NV,2
"_tcbby<%v`z""",2
q{a6F^pYM`1>,1
!6qq~gU8q{HX,2
.^6nDG6(`coT,1
Tk7g+)mMZN|>,1
M=6\A_&'uD;J,0
oX+X.j8^8cP`,1
{QU#''N;S#q},0
ISa+*SkuFjMb,2
S}h&J_E?x*4!,0
ygOrSeXUF0.C,1
8w.JA6n`H#Le,0
"""_Jgc67}Jj{1",1
4V0pifL?M<^.,1
L;k)TW59$M!Z,0
"F'0!""z^y$4_I",1
<i5zNyZDFey8,2
xIBXYvq}ekzc,2
Nn'#YHC(Khwa,0
"<j(2m=O\6,o+",1
"-6,ku.Me$p^V",2
bhw`>m)Imy>.,2
\EvuOn6{k.{&,1
dSD1}6=_nM3_,0
"j^2^7,*QCjQ<",0
"P,C@}k7Q]C*]",0
"M$$""!n]q$74,",2
-2-y$8R:uIQ2,1
ufh.6>Ke>_Yi,2
Wu&4~.<v7Z`^,0
x'}(Iu:aR]QX,1
!^.3UD#_?-Pf,0
pq@g#rjFG]i-,2
tb9q36WbRYmK,2
}_B0V$e$R<s6,2
o&2J:(sF8qlg,2
$h\~WAp}FE_[,1
(#\A%j7S)X%x,0
"|U027y#V>0x,",0
vR#)v(Y)oF\;,0
9HQp_AU_!3CO,0
uNz\n2@ig+kg,2
Ey6QJWT=fr7X,1
[mlt6FBkkiZ~,2
a<wkeRqW5Yv|,2
.8am?S4zLXyH,1
7LdgtZDFW@Y7,2
"H!nq7uk[""wKP",2
"W%K,eijRJ8IE",1
"oHB,\SaGoFdQ",1
'cfim|sSC+32,2
#|^D8Q#D6!Ss,0
UznvMd;N;Apc,2
OBXdAnU&bm=],1
"l/Jx0m,C2C=O",1
c?n;4J!=^)e$,2
Z}s~u&R[r]l`,1
(RRQJ:bJye)q,1
rBO(hMC|:Yjp,1
"cb{aR""L)Jqis",2
"TZ=_:jjSf;P""",1
r?s`N-yoU.ul,2
tHf$NdF^hY(5,2
:P<{7B>5Q/rm,0
_f8t#0itIZ~~,0
I!dkO`v6ZD*;,1
"VBHL&%f]/O""?",0
eP[2@*`T6T?g,1
;XJpE<H!#[|?,0
"wSIQo20yH{,Y",1
Pd|`OBAl`x2R,1
"PD""Y6/SZ':gJ",0
bx?j>)$r6ol(,2
lVW;zbhXe9zR,2
:*hb8ebPw<$K,2
y1@Io.5GcAjN,2
"uvH7,H4>q9VC",1
8>aB\)K)$jHy,2
bT|_l)<\gxyY,2
nCc*`%m#:{&^,0
=d*R|-)Jq=[t,1
\?v5d3?y*-7o,2
VFxg3\[9rvFT,1
mZ33`T+'f?<7,1
<#KA7q!!YduO,0
zmh|pcKqQUV+,2
"5p,wmM!%7SdS",2
j?xT:Z3%C~Y.,0
`4|Xz>7<g4;},1
)3=Mi5}2fK#*,0
HH8V#U79yvBH,0
OLk$>19Ffy!~,2
Xc3po_U.INCc,1
"'R{%,pfv:^Y,",1
{^&`15bZPU|q,0
1wq]x.u]h@'v,2
"o&yz?Q""'pFYk",2
#PeXGOrODuf],0
"IXI12""l""{IjH",0
">cV]g.lSs1,J",1
gp`Eg+W25~<J,1
hE$#'AE:yR(j,0
~@)>)}~t0>^O,1
g7b];qv@vg9L,2
Nzw<D(>Qknzx,2
hK+8Rz*gmO6:,2
Nq:H]z|qN+~7,1
G4DIRsb#P\[8,0
";Q5]!_J'?""}Z",0
j5|jzjVyto8',2
_Tet-6:yRx;p,2
qG5@'@a?y;9I,2
R1~&Jdn27=8m,1
^7(/3v6L@xKs,2
"GG=0[[5=""jg~",0
~[4ZTGMF03Z+,0
|/u^U.RQ([Q=,0
5%W4Uv.p97Ii,1
"<`=xw'+U$""Qm",2
5NEUS6;K/*}k,0
&>xU[aeM`|cI,1
"mM@""&q6($[j:",2
S@j-dw]||3O.,2
H}asR\`SR+%]2,0
"oRO,UB]LIuSj1",0
$N!Ew8GN${'Ev,2
"\q\""Lu&(21o.F",1
xv_m-u!FMxx4+,2
";EDI8PIeNd,Yb",0
0w]j4q{`nQ<Ve,2
"UcC{dqcXWK),<",1
Wq#L+k|wx**L5,0
21fG;~Zz$6VO-,1
)6[a7xk3NCYRz,2
a%hn_+k#I_UM!,0
UxzEZ*(ew6@#b,1
}199(8Y+'lN6d,1
=B&VF2o.V8S&Y,0
.[T0JyIvxlIT6,1
`)gFv1It!4WZM,1
R}M3Z/l!WPlFn,0
6@=sh%`{6s9$!,2
uM}iRGJx`\KkF,1
O`LhdE&X^9:du,1
")(S*fRNno,TB!",0
x^&]L8HZp4tz',1
[prf@S>{YL!#q,0
5xZ-qdA|.V?oy,2
4mZSDKs*>d7$#,0
nk'>J#Uv1uk<6,1
"?c$ENd8Sh_""""n",2
~ZDkR#U6v_^\],0
l7djU<SK1\9;),1
8p`>A4k_L)rik,2
Ns]8F.*u_sX;p,1
"~zM8EF6B0,)N)",0
)Pw~A&[k8b<4B,1
"jFgR""9f0}mOCy",2
fT\#=RBB0>7tR,0
L\Y0*E5>UW9H4,0
GT_).mhQ1{H`b,1
"lWa|}TS*A=,Ce",0
"4RH?G}5,N0IY_",0
_VnB(+}y[{`~^,0
"""tGp*];15v""VF",1
"r\""l'9Q]jQ2L#",0
0:oMMlb!Uk>w@,2
K`3ETwc5QeTbg,2
"ZG]q_d{.""_Ul`",0
d}ID)aZ;sg\^8,1
te-9a4h$PHO-w,2
D>*+]BY!P<!~\,0
"9^R.vV(t]"")9f",1
I4mfe[Nx>zG@Q,2
9a^!%)SGP`PNl,0
we.3__#tse$r9,2
D'`EJ3[MfR<eJ,0
B.a-@J;4v^-E[,1
>T`rjVP;Q[zA_,0
SgsEf>ak;X[Zv,2
*m{Wt{]{!cYgp,2
"1Oc,>vk1^dIkc",2
<A5KuWqL>H71n,1
SE?S>(L*ydON{,0
l]DHY^wPuNX&n,1
"OPa8""%kelmB3H",2
\&@aUzx{6^]LD,2
"iG7CZ,bZB_BVo",0
fn<IQ~hMYETX-,0
"j!*""3fp$}@32g",2
",=ZkHSs"".'P?""",0
j|D!B+Pgr8ps^,2
UC!8UdjxrpiW[,2
AoKSN';=8@uy@,2
_5-B{T3~G3~|[,0
#d9KpFUasB@0E,1
h3f<Sqn?=?c?g,2
O-K7atO5\N;En,1
"Hf,Wi710{zD9&",1
F[D6I'jYSbUL/,0
B\fY;T5yb7U7Q,1
4JI/?APfGFam&,0
LLlS-;%i`+>3s,1
k5m?@('ku\xBf,2
"l.b83LHB}34<""",0
Px9KHvj%Ff0Y=,1
"VaFF,Xp:ugvna",2
23)O7rl\qwjx?,2
3?`w.h1hm0=1I,2
">,+6_K*jA){9e",0
"^'bK""jrWnk~};",2
*H2J$H&R_&Cqh,1
j`;}ewO/L%<v',1
FbyZW!>Oeq)O&,1
",n#5:""?Sp<LB'",0
"H1TjN)Ma,/gfc",2
M6Z5=5cf6KgQl,2
dV@]>i%G3|H8T,1
D/S=2Z;\3w$BX,0
3x`Uh3{llr*TG,2
~{q8<~3|^oI-v,1
"{4]?%LaU8U""rd",1
120c4l]/2Xh}l,2
xcqTUR3.D2i|e,2
9LaR5QRpi]Jcu,2
Ef1SbI44cU|Z5,1
+C^-oPv?r:g_P,1
]<*Z+Cw@fn6-M,2
\I7['-k<r>+'v,1
"-,aI6P-nmNI-N",0
G)s3bRKML3N!K,0
-|9dw/5{RW|O',0
"d.-xZ""q?J8p_o",2
dH0'EQ^t8Yw*h,1
O$\RpTq*#v>7M,0
"d-`H3^v4dU;,*",1
_mc+1#$GA}hdk,1
"u)*J[hZKU<L6,",0
"Xh-r#Z'"";hF9B",0
w32V'K<fg\PGw,1
\Z!kL-^(j'@yK,1
.0v6!M}M]hwsB,1
2BMGUy-)d-Yd\,0
$;`:GbinI:1Rv,2
((]=iz)g94\Va,2
y6|{lK|z_i(Qn,2
"x[1""E8%856X~:",0
>edXNO{4!RDTg,0
uxM=j^M$2|eYx,2
"rbHp+.6w1uc,d",2
4'Ai;OZk$T&n],1
"""38V1lr/u:&TH",1
"Flu(""B9'Ia`^B",1
"d""h%Mkw$\yXO.",2
"*s}BJ`\IW3[""/",0
).E8f|FnH)+\e,1
MV#8`S$#Bfc&H,0
"CZTKA}!""=X84b",0
5WxtsDir;\1|T,2
r+.~zLETkVpxQ,2
E)9<(u5NdM4&g,1
XK_B;LXi/VMb),0
-z*vtWw/t>A^q,2
"+CnTyI""Ex!lM3",1
wNdU];(RbkPM`,1
JCL&FOvPTK]Y2,0
"xxt2Yb32C""2)b",2
VPBCA<v|Kn=@',1
"#_@""V@w1HLBeF",0
K`f4KrAwga~v?,2
E+oFpil*bYn$H,2
"`#n])|it""q*/Q",0
zc(TiOPJNd5!1,1
"pCzJc""qz!dskz",2
"l3""pJ)v):;ikk",2
iR}%NZ*69I>GH,0
6cOSV`2.L_p~C,0
"ak8""\tVMB)Kx\",1
"3BS3/YI!""_+8D",0
"*?iU&,f2D:>j""",1
0zt^@YOGgd#A},1
"PsiZ""7iK/Cmz_",2
)vd2B'[/[$SvY,1
"=0k2,xA=,8=/h",1
"1RzYyIG$""(]""[",1
"zg,4Iq@7h`=C~",2
(ube;S?Y_J8'.,1
"',R1NeBy(iY@[",2
S9rylG[=:dYLP,1
@<czXn(m1nLBC,2
}Yb]0$%!).VRT,0
nSNW]>+Xy\R:1,0
"kUv""UGU(H=e)x",1
"UF.Q8vn+,+'=@",1
K3w/SJ/]D3NO$,0
oO=hG7#OQ:38?,0
7pi=;ZHZP%5=@,1
RTF'/>`%@7pPo,1
"@""H!H3t?""{3/=",1
&ygya!!hSUp>5,2
nD.3O:((d;ntO,1
hBNVisy.jO^s|,2
*QzvRQ^dFWpyJ,2
8N{Ff?=0:CZ\/,0
bC}\=?Y'R:?8>,0
yFPh;z}`pH_Tk,2
V$@l<7r.[ash-,2
j>@OLd+v(#quK,1
G_mKYRwx6M6Ev,1
io7EXY*n^gt$s,2
!mUn?t5o{+&K),1
y@R#?2GhV]OFF,0
\8y}51$U]V)6X,1
61N:GO@$yYzQ_,2
sQpGGj'FN%`UC,0
"<l,KwUj{b;gqq",2
.zp6?;EZ*<CR.,0
MNLZx\G`6b_tt,1
"ut#3]B9.y,6|O",0
Be=k6xX9;k$}C,2
"""Ry\+pTx1KhnK",2
"CWZ=3^9""0^H=j",0
"'X,&nunWLkpt;",2
bqe#mb*?>s_yv,2
ekZG~'3sG%AyA,1
"WL""NVNK>?4%+*",0
"2E,3I5zh])xQ=",1
1_-09w+CNxIWV,0
e^$lPD%rwC1x#,1
"""L){Cx.lJT$?<",1
{nC:8f6u>tJGq,2
q].U4-FtRupEB,1
"Ui1d+ufjE1""<Y",2
{P.Y+wRtv[e{@,2
vgM/FK25b-Fbj,2
")~+gU]5ithJd""",2
*DZJpbdJu;]${,2
/Y^!pX&I<\~i=,0
C=A~@pw~nE+06,2
jw#+joemD.u4#,0
'hnd7PdK_Sr%x,2
1U*r~[U6#;M3^,0
~|Xh{XwnDw8UO,1
K7u;6?@58~\+T,1
u%H=u9PuS>?WO,0
e+O_AA!?B#J_#,0
".(bO""{n,XpSCQ",0
szBwbl(E~RF]),2
y2)=>[^Ce^-!5,0
/~dnk8KQrjh~D,2
q+|b1z!=5N?zJ,1
G]04p(D:4Au6J,0
"R`Db&Gqo4mX,s",2
"J,IF_Kj(kia4V",1
F?z$W|=$rOFN;,1
NqiC;<G_/*ss<,1
YcxR~[ONg4CqS,1
$LX&H&<K9<Z[.,0
22uEYx$Ul84Cj,2
GE8a_m(W<[xa8,1
v/&Qk?|J8PN+Q,0
z(E*`SS>mBW<\,0
Pge`pO3@<=C;&,2
4|^:gVnaV&Gn;,1
E'`Xa7}DO2r[n,1
q-`|N6V%:a`pz,1
zrS>`\6W`RbZP,0
G#hZ\g\xF9@:K,0
=X?qmddj%?F?V,2
"^_v""h=k9[:8oo",2
BK!W`[!&t/4i#,0
}I?c5=SO}I8X/,0
"lIInK)/N""F<\@",1
Zhmz7UaD*OD-},1
cVk1Y^fr>oY';,2
Wp(X>W4=p]-r',1
0((4%=vl\j!Lu,2
u*~{&$HjN;vL5,1
(ZdV9n|KGfxEC,1
NzjL}u~U-?<^R,0
"HL,~}!ZiTGK8K",0
;*N<_|E84d?+t,0
}&9D`4[*{rpuv,2
K_^!%;7{T0rm&,0
Ld}Fu6qODG<Bt,1
"2kcb|gV:8"";V{",1
"XZ""iPZd~[X|TL",0
mK>Q%;yRo^{7],1
m(8X0u0_Z0=qc,2
JBTjC.oP7HzIM,0
"/f|(,X(foj\5I",1
-/}/p*%'wX\9j,1
"1!1$LXT`AW""B8",0
H[F@9'sl|eDdD,2
:q$ko!Gz4UfPf,2
bHlot<-BBsMnu,2
.n=:.~@=w^P$J,2
Ob_'Jib!}M9WO,0
QcT3b+v^7U}Z/,1
MDkr:#^2*a>=T,0
"aN9<_po,b0Cwf",2
WJ~TZWvF[t0Jq,0
glbz^]:u[>]AX,2
"1,6TyF!N.Z>GX",0
"3Q5,E>5upqD~|",1
m9I+x\iZ>icLW,2
q?j8.MC9@6Ia7,2
tE!'MOp}C\t~5,1
Kg.'m]3g5P;1o,2
mm'%@&?2~28ZA,1
?C'k]hATwNM<V,0
"[,bP(_`tmOQJV",0
"],Vy#/wE8=ySO",0
#Stt|nzW9v\YU,0
S*itP0mwG37z*,2
}%#HH6*t:1?g_,0
e]heP$3<r}Z*R,2
4e@88hwx4{(UA,2
!+1JCtah6'5ze,2
?N<B6Cwzpr)&w,2
g)CeE?^O*8\Vg,1
"<g}nP]5s;,3Q)",1
<XE{.>7~[si3*,0
",d6q""8]B[$t:)",2
h5<&Pg[S^ax1s,2
lcz:~U:`wXIV:,1
"#-_""vx36oS8kN",0
#-6V+-JF17Nvd,0
gr:.RmGl.X:P|,1
~kG=JZO?t'Vak,1
o.fp~Q@Uxz<:q,2
';M{cU3MBgT+(,0
;gb&w?C_AF/;c,1
u8=b7cg\2iPIf,2
J'0t`u&5?/Dqd,1
^LWlQpDs]OoG:,1
M>d<2>)fL1&7j,1
xk}:wHbT(*/..,1
]]2M/K-V|5(.a,0
#VvWACrDL/-A0,0
"2+1zES"":J|rI+",0
]*S3@9sjToV5(,2
$@sa}|L|`63/3,2
CMH)K_>jB>PXY,0
hTFAw|*v/1JIn,1
(Ju%4~eWj]TEr,1
I#v!0&Fc8py!Y,0
1{4Lz{E|or=Z|,1
"KUP6#3K""K+=0~",0
le~R^LI2G{0Ie,1
"f0`*$[\5""a|RT",1
_!DG?ijfAVVYh,1
">*Tt44""Vbz""AN",1
",P>6rbI0]w<O'",1
-Ngwd|G?TZ}iF,1
aia_?)DR?r&1$,2
!~Dn]dg.njkPX,2
7N}!v^I{>3eZZ,0
sF]3c~+}Xxp?.,1
G'~i1!}FHJUax,0
"oQk<g,3}~UKf7",1
3.o)hX.W4!Aqn,1
z4RU::<pWH?pz,1
4!x(%bktybXUE,2
"p:d,=Pp~D>hJg",2
"1)zUHiV""dR2C)",1
4SSwtoUCNL5/e,1
l}6IXwvnT@^`0,2
"AKka""<[haJVQe",2
_c#EKk$^W2|x=,0
"""3F""H;$EJ)e[c",1
IC<VM)A=;;/n',0
hj-G_l%\(cz;#,0
8|>\.yY4cK'4f,1
ndLX]P/Bc!_m9,1
<rPvX0D-su*[j,2
|KMx;G5RUy>Ud,0
-Els]>ot>vm)m,2
Y}Dt;Sbi\Z;/H,0
dP-|erz79ksin,2
"Fe4MoDe@$8""Tg",2
}(Y_Q$w`xDJFK,0
"faO^4*odo6K""9",2
"U`wY{D(,j*}^.",0
<6<eMX$8=mJrY,2
<{2UwT>&Y0_PW,0
QWwe-~eP<Q9*#,0
Eo6Ff~I^*({;H,0
=utLCw>lgA(9A,2
tp*\dpw6m&{sz,2
"4""2lE-G$n'N%w",2
"}Vb,mvS7aWwd#",1
Et/PfQbj/]opG,2
-6dX~hbis6cRW,2
M:a[$~BcTq8po,2
Z{-TEt}7$#ON5,0
cN!MP]-Kawj7z,2
w[AoEt;N<AU>W,0
v~B>YQ{{iO=ug,1
qcn!)Y!'GJfXO,1
S+>1tK-Od!d.),1
VJ1j9/Ml(|%u/,1
93zC>4X~r;A@-,1
wcSW~Awl89JqY,2
"h2g:jDUC""F5~]",1
^dY4Pb#3C{9;W,0
"""Z^1Wqr\#2I%%",0
\(w}DnGSNX4Ex,0
|&>GkWPr|@$h(,2
cq>o%8qSz=rx@,2
5((TI@:EwTiZS,1
Dte)Dez:!bOwu,2
fx{IXI!ameCJc,2
"10=8ENtX)e,]w",1
^|o5:~YE-hO[G,0
ng{q>'ii\}EKE,2
+x*4Rw}i1Yg{=,1
!L(aR7%TaQB.w,0
$JHiL?<aHxxw=,2
ZwP.8)R25Q*lo,1
"':""J]5DnHZfth",1
cE24J&}qKV]JA,0
VlOqDl<l2$v!4,2
"~`Sq<D[oPN,[U",0
B:d~5f%t7<e<x,2
Ok8v8B>bbKGMR,1
s^)!Egj1sP8m8,2
j-1cFppI2]56h,2
0ZotX~b`XNp8C,1
"r$nU""T}FdX1nT",2
Hs:vx+[d*xZ7Z,2
x]WOjq=|+$U+\,1
(>K&9'5l3O*NM,0
@&)hpCctpj9{\,2
Y|i=<t@A}{HK3,1
TKl(C9|Y|K2l9,0
f5mC!mkTc5A}t,2
"$8i""j.#[tSWf<",1
Z`6l-M&jCdfo),2
RD.bSUYy>JFW.,0
"GA]i7tl""vz6>X",2
?q>(Gx1@;^Y~),1
"P}\OtZ\=X""+_D",0
")7lRKd,vJK$=f",2
I!4rcVD0BC%S},0
:<f?t*xXhYI8(,1
Erc/2:<I<'vS8,1
")'^2yLIT`y""G[",0
C#2RSi2sOo3`:,0
iYenBC2lJ$kyn,2
TVXhREx5~AT?_,0
_AfK>Lg<n>%TQ,0
I+ETex$'&)tmv,2
"""aLXOh*[l?M8<",1
"z;wDQG^=+,+rN",0
FS[-'cq\alL/5,1
zLe$a/P7d3dD1,2
9p$%NRgFV?v<#,0
`n/j_57GlF{4J,1
<6eR8zg(>z`m(,2
IwfRXu)6KDCM',0
"4jTFt5jf!%?V,",1
AKmW:]~\&dG~@,1
>|rp=hm^vY=ya,2
+7tlxke8~f+N8,2
T^qq5qi_c?*s+,2
t#cWmAIkgo<#[,0
U1Ggl6eRZDX:7,1
=sC-hW`_0T4Cd,1
gy^)s'>QJ^ic9,2
"""#CdF\,EiSC}E",0
)i4Wu=Pl?jzk*,2
OW#4?p11Q2l>/,0
J}P43EI$wCLms,1
*^iNz@IXQ$N}b,2
5[QL\8zo'BZUa,1
|^j;DG;Xaeiy`,2
{kLD28RI8#z~[,0
\TSrW`>HPiM;=,0
312etYKixT%)0,2
W~XjpN%HJ-bx2,1
fH%c.4L$12XGQ,1
~*RvQ3kK7gBJ3,1
]q1bX:9<x'=xX,1
q['vq|8%oH=@Y,2
`}k)]@kHMUGug,2
qENWyK_]*0w7w,1
}Xw6;!V\cF>2W,0
I-6ROM?L}((oz,0
%/sK6}Uh6m/8R,1
"L!`wn][""#Fs'E",0
9D<~ijR74$0Hp,2
"}!t(xSmD){~"",",1
E4rYaEm4{*9XW,1
"?X,M76sju8x0)",2
x+fOz^5Mu@F4t,2
OZp+$#0Q*H+]0,0
];.4liSTR$H}t,1
k+~#a@[x<HvEg,1
";6O:nIFm,x5Iy",1
mXmGFJ_o^cU;-,1
(OV4K>d5E+weJ,1
1}*;U4V|:5X_9,0
xe@u?6tCK@yXM,2
2q~SgS|w33czV,2
]>+j^\Vp$'!h`,1
"?j2T,}stY~!OR",1
jq/p=kf`[U?U\,2
",.d-n=c|E{\'B",1
@gt{8]EBi:.oh,2
xNA<v'tk(T8Z9,1
g#B'.EJ(A3'*Z,0
Z@*ei05-Gbahf,2
mz<e.TYE!7Q<w,1
;2t:YvmOj|XmE,2
|3ID(0uBM{T9a,0
6Vw<$!Y5g^Mmd,2
eZp$<~ezFVXg@,2
2X)G|9h]J;s!?,0
G}Y}xrJ}#bbL-,0
GJ@<Fi46?VS&5,1
iXtvbl%RhPf^h,2
(ZG3lq1t~7)^d,2
lF>pVx$i>scRG,2
"pMUj|F~,6UGuW",0
d$t\[qO[X%jJY,2
$~Xk<N~WUl*)%,1
mu9@_/0aRHWzN,2
XxiP>;+p^np>4,2
@.=n05*#E6e@M,1
"B'QN3(,QgKYX|",0
N`a4P?\\|YWj{,0
"kfdka""]BzCW<-",2
yJ2#^lxbZS&b^,0
A2Iq)m>-;>>hn,1
6pM4:e0.U#8=|,0
Pe|tSyo=R!/?j,2
a_o;`$6VGq$rY,2
srQOoYU-.PMNo,1
M=*iaO1Qg46fl,2
}Q$1?bx0#N'/p,0
;tT7{Lz~fd6!},1
M+%e@?d$QRdJ\,2
KiN:I2&[]}O5[,0
;Q]rvvjH.F}:y,2
TZeWD?:fy634n,2
nMI'B_bi&c4C!,1
"}OQM,~[JHQ'|D",0
<AB}p'jcHv>Z_,1
R_ocRlG)\svVT,2
HcIZ.p&c(ljap,2
|@ul.(^1b|noH,2
"Z=cB,rf_J~Qt$",2
K}I38.EV:.9-',0
u%FPP9}:!DrKd,0
E^&Mr+._)y<N),0
Std@$_QF)x|v7,2
x>0-!0?0|m$%q,2
0DTSVS{/oz}U#,0
A<_O\Y3cq;!v.,1
aWkwP(1`w4{c#,1
9|f/^V3ePeK@B,2
"b,eFY4`^t!;QZ",1
gzmTg4`s>w4*O,2
#{?nStB7Slbs.,0
"%""=uK.e:_2T*@",1
".~""A95EExjQ|c",1
"Y5w=<1-NmVL""E",0
XIt[&UEx$S:_b,1
M]2[oA)}3r/3!,0
^d|@6o`*$Ggmp,2
"rVwh9OEppY,l+",2
0OqL``yIof'#N,0
ztxiLUXO`[+&L,1
^dPDV&-1$LNn),1
*\}*?5xW;ZQ<$,0
(bv#7E6'jZj27,0
"SDR,[dRCnMP`4",0
mHmi#GLrj)+/e,1
t/UJg/@rN>:p},2
"^Sj]HjY&X""=*.",0
>np:v;!hHA+[7,1
}8WC1Ke*.8R`@,1
W5P4XOp%<w4WT,0
hUajrqhICsp;A,2
|%Fy^2Wae#=4L,0
8\!~#IPe4KTRD,0
"9PrDK""*=ni,Vq",1
HOz;XHXEWPY[i,0
F#U#/ZwuB@LX~,0
cw&(O\!&~X}Qt,0
"nG#>6j,9S#=2x",0
"fIP-U65gN""===",0
"A=>IxB3,$_CEs",1
CRmv90vUijRu$,2
p+Wjd8spvs_-X,2
}C'YcQ\%(2!Y<,0
vag{'MDwf9i-$,2
kEmMNS8;`$yI_,1
-wf{-e]\yBGmD,2
"$qKx""^}}9=O5k",2
)xtujP21?3w{L,2
r#;2/v9>y_IaF,0
D`#F~~zU%{G?V,0
4O7&y`9+F/m?Z,0
X9MlxjAyZ{t2I,2
]YYX~N}nYR`mL,0
X7VEYud++OEhk,1
Ld!~}EVnMB7v=,0
*bU()SSO{E6?*,0
"454}ybKjoE,Qh",2
"&^C'""ihkXR!Oj",1
d6*Ce@p)QO}<Q,2
F{TIfwRo$/})1,1
787v5FMs9h)=N,1
<O<2x>[TH@B*P,0
_@'<H0uJ^B:UL,0
p~bGdP#v7t}<w,1
TNb)G;`$=H8_Z,0
WsWk&DLI}&mh{,1
